relative_path,split,class,filename,extension,size_bytes,sha256
dataset4/test/nonulcer/2.jpg,test,nonulcer,2.jpg,.jpg,16253,b36ea4ab89daf45c1d63d3a99ec1767225a41ac61e6c831a356703fe90d71454
dataset4/test/nonulcer/21.jpg,test,nonulcer,21.jpg,.jpg,141565,4c8b272fbb5bb61e1d4a8a4b672226b3317a6a690ba78e9894c44c2cc5a0f1f0
dataset4/test/nonulcer/22.jpg,test,nonulcer,22.jpg,.jpg,119480,81b9ace7eb56dc07f3149903f5cb5b5feb59a7b6bd0291715b967f1558dcbd28
dataset4/test/nonulcer/222748d9f97a36c08da91dc46f6f5200.jpg,test,nonulcer,222748d9f97a36c08da91dc46f6f5200.jpg,.jpg,199848,423de04b9ac4e7a71c1fef19124346b967a2ed530c4949b0a42ed7b60eb47ff6
dataset4/test/nonulcer/23.jpg,test,nonulcer,23.jpg,.jpg,92541,269a1af32a1e06ce34432206d57fc02c477987088de2180f3aa7b6d96ae0a843
dataset4/test/nonulcer/240_F_214198906_xKY39M1gdfq0dhoyLlik7dSrIRdiacQO.jpg,test,nonulcer,240_F_214198906_xKY39M1gdfq0dhoyLlik7dSrIRdiacQO.jpg,.jpg,15633,87ece0f04b91512c05459a6a7f3374b482334dc8c8ed53f0c3b6f5f5c3f27702
dataset4/test/nonulcer/25.jpg,test,nonulcer,25.jpg,.jpg,56526,78a911e5b3e0eaec3e00e709c8a90893268ac01ccde511a45ea889fff74ff913
dataset4/test/nonulcer/259.jpg,test,nonulcer,259.jpg,.jpg,22642,283ecbdc1760855326edc8e724d131e1bfecc0781b0829a87c73a73e9bcb054f
dataset4/test/nonulcer/260.jpg,test,nonulcer,260.jpg,.jpg,18562,c7220f1b9ff2efb0ba455a9c3634be8ead0111e2063595faa492a7ed2dd2abdd
dataset4/test/nonulcer/261.jpg,test,nonulcer,261.jpg,.jpg,14461,6df0348c23066b75456087a28e0d7396eeabfde6b559cd9b4b112a4744bc8a96
dataset4/test/nonulcer/262.jpg,test,nonulcer,262.jpg,.jpg,13050,1962285febfd3336493d625f8778febec2dc0c67533697d089dd9fcb34734d3b
dataset4/test/nonulcer/263.jpg,test,nonulcer,263.jpg,.jpg,13925,f1776d16709196c573a34e53df473ffbbcbc1f6a755d43d6b5f7b67e59a267e2
dataset4/test/nonulcer/271.jpg,test,nonulcer,271.jpg,.jpg,12678,3fb9320cbc80430436917fe92b10439ca7c6f2058dd6526c95cceb011609dc78
dataset4/test/nonulcer/272.jpg,test,nonulcer,272.jpg,.jpg,13233,68a5b1d0b289c4904da105b908d7cea5c8bfbfbc30b57aeec49df43793d823cf
dataset4/test/nonulcer/273.jpg,test,nonulcer,273.jpg,.jpg,14212,153c8ae246e4bf789fa815402abd288bddebdac1b33077caf3887545f2b91b4d
dataset4/test/nonulcer/274.jpg,test,nonulcer,274.jpg,.jpg,25533,e92b83e506b5b5bee624e4a2342fece33b682fc3af359a88c43f0bf8d5662bfd
dataset4/test/nonulcer/275.jpg,test,nonulcer,275.jpg,.jpg,21727,806160c6c20cfcdc1d73055809d301d664d312a448a15f7c3d4ac51617620390
dataset4/test/nonulcer/284.jpg,test,nonulcer,284.jpg,.jpg,16876,7bb9185e5ffc4dcd7e7bcd3349ab80360d4f313cdb3ed0ec7b32cb445bf52179
dataset4/test/nonulcer/285.jpg,test,nonulcer,285.jpg,.jpg,12223,90a2b8735b7f1d98b133985273daf0f4f199e63f819c07ed4349d6f54a5ccc7b
dataset4/test/nonulcer/286.jpg,test,nonulcer,286.jpg,.jpg,11321,54222feeac0f858810b5f560920743d849e0db5588a665bc7baeefeddd22741b
dataset4/test/nonulcer/287.jpg,test,nonulcer,287.jpg,.jpg,17332,877ee75f0c92d4cf6a696731d29458aa44e7329dd17a1de3bcfbf73b78bc7a98
dataset4/test/nonulcer/288.jpg,test,nonulcer,288.jpg,.jpg,16823,324448b4f20f228c8a177fa74c3da5810136cf664831fa9779c38431ebaa1a30
dataset4/test/nonulcer/2cyruuzga5e01.jpg,test,nonulcer,2cyruuzga5e01.jpg,.jpg,718768,fdc182aa192d680af7a7967fdcf21f874fe2462565bf63ec08fe77fe410eda60
dataset4/test/nonulcer/3.jpg,test,nonulcer,3.jpg,.jpg,16876,7bb9185e5ffc4dcd7e7bcd3349ab80360d4f313cdb3ed0ec7b32cb445bf52179
dataset4/test/nonulcer/30.jpg,test,nonulcer,30.jpg,.jpg,110446,e409dc92f5d053788ff3611f2387df1ef2ad400c2104dd3341a3c2ca69d896f2
dataset4/test/nonulcer/36.jpg,test,nonulcer,36.jpg,.jpg,32795,b59f094ef85b2184dfcc5734afcf5400825b1eb93121ec2f71a3066c707ef8f9
dataset4/test/nonulcer/37.jpg,test,nonulcer,37.jpg,.jpg,68236,41906546724506cd82b02fdba961ff806eee66cdac70e783d0b5bbbcde27f4e9
dataset4/test/nonulcer/38.jpg,test,nonulcer,38.jpg,.jpg,94778,47aa126e427540e4a86e04901c0925dd4cf9f455e6b5deb4cfda3286ea012d25
dataset4/test/nonulcer/3809525079_71eabf91b5_z.jpg,test,nonulcer,3809525079_71eabf91b5_z.jpg,.jpg,51935,c21bbf45e894f6d498585da92c476c58f9d6e600315573fc91fe0016cb3ed839
dataset4/test/nonulcer/4 (2).jpg,test,nonulcer,4 (2).jpg,.jpg,56645,a1f2616f4388f5c6111be4b49af527a633998dbab249dcb607589e7f0665842d
dataset4/test/nonulcer/4.jpg,test,nonulcer,4.jpg,.jpg,13402,089ab6bd8564f3a19d8f7459eef7d39d463ad2a96d50c140f751b2b9b2aa1711
dataset4/test/nonulcer/44.jpg,test,nonulcer,44.jpg,.jpg,35518,91f740fd54cd9fbeb6ffe2645484652adb6c3f92905d5a3d1be550f8435fd7e6
dataset4/test/nonulcer/45.jpg,test,nonulcer,45.jpg,.jpg,29774,1ff9312a13d7bf6b755fa06f3037f3f5e791c46367839bcd93ffb29ba6769caf
dataset4/test/nonulcer/47.jpg,test,nonulcer,47.jpg,.jpg,46801,b1ead55709a7281ba9a2e200e43d02f8b9cfc1aa212c9fd6797b0e393ca2c350
dataset4/test/nonulcer/48.jpg,test,nonulcer,48.jpg,.jpg,47652,19802953bb7749065aefde49ca1858f81333cca2257b69f790d52210a090c215
dataset4/test/nonulcer/5.jpg,test,nonulcer,5.jpg,.jpg,11321,54222feeac0f858810b5f560920743d849e0db5588a665bc7baeefeddd22741b
dataset4/test/nonulcer/50.jpg,test,nonulcer,50.jpg,.jpg,12870,0e8088c8b570f3512428e41f4adba1894e69fd6ba5c53899cb70fd265fea7210
dataset4/test/nonulcer/6.jpg,test,nonulcer,6.jpg,.jpg,60333,b806a5629fbf442bcdf3995abb581b9aa5eb21d56f4e1b6a4ba1f8793ce3d716
dataset4/test/nonulcer/62e0142009a44d1a98f41d8d8874cced.png,test,nonulcer,62e0142009a44d1a98f41d8d8874cced.png,.png,281600,77febb6ae8201a4a0a7aeaf3c605414ae2efc8074b1af2cf8c28b9712e9d8ac2
dataset4/test/nonulcer/642x361_Foot_Corn_SLIDE_2.jpg,test,nonulcer,642x361_Foot_Corn_SLIDE_2.jpg,.jpg,40261,4e0a20f0297e177d6c049287230bb5a37232b680c66badd844414feee67c3bd0
dataset4/test/nonulcer/7.jpg,test,nonulcer,7.jpg,.jpg,50576,8a7df0a525387ccbc60130c88ac17b0ea2819bb8948311111ce5630c9647ea5c
dataset4/test/nonulcer/7527tn.jpg,test,nonulcer,7527tn.jpg,.jpg,10981,2320ec70042cb81a41b85e8ffcb9c652cdeedcf21817135ffc2f6e0d85568005
dataset4/test/nonulcer/7a5e12fa15.jpg,test,nonulcer,7a5e12fa15.jpg,.jpg,22000,7cc7f06306338f9ec8198bc3f03e10b4e39e795de97d4fcfc7bf798ecddbf2f0
dataset4/test/nonulcer/7e88c7_71fd61f6ac3d48cab475dfa44ea94017.jpg,test,nonulcer,7e88c7_71fd61f6ac3d48cab475dfa44ea94017.jpg,.jpg,23250,622b422aa81629cca73a0f3efa487e112fd929b33abb37ca23eff160a37f2167
dataset4/test/nonulcer/8.jpg,test,nonulcer,8.jpg,.jpg,65234,c014054d610f9dd4bda0210b222b9e702c2d4d4832985ef7d946afa4eb25854a
dataset4/test/nonulcer/9.jpg,test,nonulcer,9.jpg,.jpg,54451,790ad115d0dbe96ee6ee84fcc92a8a1630e2d231a3fcc6e262ac01efa2f54146
dataset4/test/nonulcer/afp19980315p1325-f4.jpg,test,nonulcer,afp19980315p1325-f4.jpg,.jpg,9669,b77b06ea9f39a5ecc916c9f4e85a2fa6fa15fcd0f8fbbff5b8ad945a31ed664c
dataset4/test/nonulcer/b4b2e1341a7bf627a58f6ac32212ed93.jpg,test,nonulcer,b4b2e1341a7bf627a58f6ac32212ed93.jpg,.jpg,35673,9944163342a7251d410a83b7e387ad89759d8c6010a9ab83aad009119b47afdb
dataset4/test/nonulcer/B9780323072427000279_f027-008-9780323072427.jpg,test,nonulcer,B9780323072427000279_f027-008-9780323072427.jpg,.jpg,20039,b423dda85f7ff325fd15d5b9be96bd5795935b01aa62717e355767035cf689d9
dataset4/test/nonulcer/bleeding-under-callus-preulcerative.jpg,test,nonulcer,bleeding-under-callus-preulcerative.jpg,.jpg,41896,a6571eacafab1df5555fb9ae6912c9a64bf18a530c6958e73e326a726b1071a1
dataset4/test/nonulcer/Callus-Formation1.jpg,test,nonulcer,Callus-Formation1.jpg,.jpg,12651,70c8f1c38b060e46cc2f2cbd20eacb27bf8c2003877857a148f84c8e19abcfa2
dataset4/test/nonulcer/calluses.jpg,test,nonulcer,calluses.jpg,.jpg,107308,4056b93ae70c7aff59b818ac86bd04e2b2dd65692feba3a43043848dbffa6f5a
dataset4/test/nonulcer/complex_wound_management.jpg,test,nonulcer,complex_wound_management.jpg,.jpg,43094,7d96a3ab3551940c1334ba8111e1f675cfbe0cf7c005d3aaa7fb2ac2ae67f241
dataset4/test/nonulcer/corn-1200x820.jpg,test,nonulcer,corn-1200x820.jpg,.jpg,57800,237b6603958105c2f99c04bbd1857e00ab8369d07c0f160d78309137d6d0fe7a
dataset4/test/nonulcer/corns.jpg,test,nonulcer,corns.jpg,.jpg,9997,8165f5f568d107edd72982030f1cfc8f138afb61f9784c8fb27819b48232461c
dataset4/test/nonulcer/corns2.gif,test,nonulcer,corns2.gif,.gif,61104,ef9fa0d5438cb8ac6c430aa55f6f21540d72f05beb45c718b59440a7abf13050
dataset4/test/nonulcer/display.jpg,test,nonulcer,display.jpg,.jpg,30816,eaf9a2a3cfdb721ca94309355b73017e5b39f046070a7c43b987d32fe9f0713e
dataset4/test/nonulcer/download (1).jpg,test,nonulcer,download (1).jpg,.jpg,5285,9f702372fdad5b13157f0d1c4bb8134ee380defec83c314fb3bb8f171f77bbf9
dataset4/test/nonulcer/download.jpg,test,nonulcer,download.jpg,.jpg,6141,05ba4963dae6e48ed8189342b2fc09a0bbedfec8107a84bfce769838981b8692
dataset4/test/nonulcer/DSC00319.jpeg,test,nonulcer,DSC00319.jpeg,.jpeg,22029,9c9a37372608e58c9686a11b8ea2786a403d8f49ec585993cde469a4388dda4d
dataset4/test/nonulcer/foot-doctor-for-corn-callus-treatment.png,test,nonulcer,foot-doctor-for-corn-callus-treatment.png,.png,78212,a2389b441dd41f2b26d375c23e1cab84124a17c124ac1a9c74f006527157ed45
dataset4/test/nonulcer/Footpuncture-blog2.jpg,test,nonulcer,Footpuncture-blog2.jpg,.jpg,14550,9a8c981b3772b44a8004cd4a93547b2ec4a406e37ea71e4a1d6beecd521dcc12
dataset4/test/nonulcer/GettyImages-840167308-1-650x450.jpg,test,nonulcer,GettyImages-840167308-1-650x450.jpg,.jpg,78969,9559e6ac5b187617b7c0a3c8d8bc105adf6664678df5d936a0b4ccf71400212f
dataset4/test/nonulcer/honey1.jpg,test,nonulcer,honey1.jpg,.jpg,147666,f7f9e7b8bc92329ed1e7afec09b96c463f6a3eb27a10fc5eb51d0c3aadb305cf
dataset4/test/nonulcer/image1.jpeg,test,nonulcer,image1.jpeg,.jpeg,13018,cc59e890dbe25b3ec76ff2cf252589771d22849156a64e59f7a5a71f85450d33
dataset4/test/nonulcer/image3.jpeg,test,nonulcer,image3.jpeg,.jpeg,39189,1b6e8c883537ef9235ee9850d8fe9465e4ad337b36fe407310c9ff07525a8904
dataset4/test/nonulcer/image4.jpeg,test,nonulcer,image4.jpeg,.jpeg,32710,995f11fecbb23708fdda1faa1b6f23196c5d56878658db8279e022753a7e21b2
dataset4/test/nonulcer/images (1).jpg,test,nonulcer,images (1).jpg,.jpg,4095,527e5466cd2a70de43d79aa6222205526e98a7e950ebd55a4b6af07dfef55580
dataset4/test/nonulcer/images (10).jpg,test,nonulcer,images (10).jpg,.jpg,3998,1de491df298a6a6f75e722759fb7351a9e69188a189089958b47c11d9b0348af
dataset4/test/nonulcer/images (11).jpg,test,nonulcer,images (11).jpg,.jpg,5890,96585c1f4c0e1478e48328bcf5742dc0f3e202c664f3e6b961b4b8084892ba74
dataset4/test/nonulcer/images (12).jpg,test,nonulcer,images (12).jpg,.jpg,6617,6dd35d2b39d1eb2c700e456e9b2e18fe1c960f391abb4b6f6d4bff7d913abfed
dataset4/test/nonulcer/images (13).jpg,test,nonulcer,images (13).jpg,.jpg,4448,096c0aa33484ca36e275843e99fc8f3ec8478b4afc56dbe684044f2a1259cb67
dataset4/test/nonulcer/images (14).jpg,test,nonulcer,images (14).jpg,.jpg,7404,3632cc695ed975d4587d36066967f6f8e3829db7f4e2721db46e340735b1ffc4
dataset4/test/nonulcer/images (15).jpg,test,nonulcer,images (15).jpg,.jpg,4339,21b75131d2c173bc6b8e29798398e7eeaed2331066aa41eff679f7c8cde78607
dataset4/test/nonulcer/images (16).jpg,test,nonulcer,images (16).jpg,.jpg,5005,68e99564b680bba6bdd73f34adbf478752c6f49b225b1c2790153adb8955e80f
dataset4/test/nonulcer/images (17).jpg,test,nonulcer,images (17).jpg,.jpg,6266,8c6d065ae505f6dbb94f6965f7fb6c9db48f3c5d5c777d9130f46a2a0aabd07b
dataset4/test/nonulcer/images (18).jpg,test,nonulcer,images (18).jpg,.jpg,4599,68bde03e4aee13153e2387a54c06d65014c0a3cb6ec2a8c860ea95866037a5b7
dataset4/test/nonulcer/images (2).jpg,test,nonulcer,images (2).jpg,.jpg,3530,c4acd4302ec04fa3b9ab0a145b757f969b48ed0982e4b9a0fe1952c9bcea6bb4
dataset4/test/nonulcer/images (20).jpg,test,nonulcer,images (20).jpg,.jpg,7004,f1366cd91bfdf4e9ed86396e26be5a706ec9d44873a4396c048f16f3e23b41ee
dataset4/test/nonulcer/images (21).jpg,test,nonulcer,images (21).jpg,.jpg,6540,00bb36f5da1ed3eb72578dc99171854aee069e2a1aee41f21d5f7a4151d86d09
dataset4/test/nonulcer/images (22).jpg,test,nonulcer,images (22).jpg,.jpg,4632,d123dc4e633b16cc8fe1c305ca7b097e4d8bc8469766617d9768b1416c1baeb6
dataset4/test/nonulcer/images (23).jpg,test,nonulcer,images (23).jpg,.jpg,5005,2a9de6075c561317f807453b7435972daba7ed4be1404d830af06f300b01d529
dataset4/test/nonulcer/images (24).jpg,test,nonulcer,images (24).jpg,.jpg,5370,3f2ae4e5c7b6da263d435a83e9d579b8d9704dc3a253e77b6c2a60b1455650e6
dataset4/test/nonulcer/images (25).jpg,test,nonulcer,images (25).jpg,.jpg,4443,412545be75a36b54d07ce0f3eb8b4c8ffe808acb841ebe6a5568e5864ac543c3
dataset4/test/nonulcer/images (26).jpg,test,nonulcer,images (26).jpg,.jpg,3643,ab2246a3428474979bcf3b1997365b0f3a5f66e3e099a0ed354f91e8bd5799a0
dataset4/test/nonulcer/images (27).jpg,test,nonulcer,images (27).jpg,.jpg,3048,c3f79664667c93b9cdbdb78022bca9e6080dcacaf3a1b43a714814059933b4d4
dataset4/test/nonulcer/images (28).jpg,test,nonulcer,images (28).jpg,.jpg,4830,3f47a10cd7bad01585395cae63083c6e41637324592f7d8d43729b8e6de31a63
dataset4/test/nonulcer/images (29).jpg,test,nonulcer,images (29).jpg,.jpg,5614,b110c663322ef5830fdfb57787aab6680bb16cff9395a6d15da7501c8c791717
dataset4/test/nonulcer/images (30).jpg,test,nonulcer,images (30).jpg,.jpg,6179,0215e9231bff2596579699dbd85cdeb67e40c882cc9614ff598b23680f6660e5
dataset4/test/nonulcer/images (31).jpg,test,nonulcer,images (31).jpg,.jpg,6909,171af8d06769d330a9edca509fdf9c4a550a6856397b185a0d69abc9a29fdeb6
dataset4/test/nonulcer/images (32).jpg,test,nonulcer,images (32).jpg,.jpg,5264,d99534db815a376b461402c81fdf5868c7776c013597bc2828ddee0a458e7acf
dataset4/test/nonulcer/images (33).jpg,test,nonulcer,images (33).jpg,.jpg,4612,2ecacf671635065add4bc6d124aafb8c609bd4682fb82509776656306b4b24fe
dataset4/test/nonulcer/images (34).jpg,test,nonulcer,images (34).jpg,.jpg,4134,07e795a4b217e5aae46bfed7d59c336b2c2b5d9df7c01fbc468f388554ad53ba
dataset4/test/nonulcer/images (35).jpg,test,nonulcer,images (35).jpg,.jpg,10161,faac30ed2748f5a7562a2b77b09b1d2414e32988aaf1e6fe71b92661a217480a
dataset4/test/nonulcer/images (4).jpg,test,nonulcer,images (4).jpg,.jpg,4175,4be81354f4ae90ca412e4594d4a308ad84a09c57fad365a367cf548ba572abc8
dataset4/test/nonulcer/images (5).jpg,test,nonulcer,images (5).jpg,.jpg,3508,ba42a030bef4b7d1b08b81ccd3491c2c5950c8a3766980aaa675d2a77d35050f
dataset4/test/nonulcer/images (6).jpg,test,nonulcer,images (6).jpg,.jpg,6415,d72758db2b74745bb77a21d754ec2099aeccec2664192017adac45ad70c9e4cf
dataset4/test/nonulcer/images (7).jpg,test,nonulcer,images (7).jpg,.jpg,6484,0448b6365dd7a37711148304d88ee7000defc6d80a4250ca89da93a418cc2b9d
dataset4/test/nonulcer/images (8).jpg,test,nonulcer,images (8).jpg,.jpg,4906,cae295838c76a54f9255f5ec2bbda0d1c6b65b03324b7c673ce2982590bf11b5
dataset4/test/nonulcer/images (9).jpg,test,nonulcer,images (9).jpg,.jpg,4654,ea6b43f50dbc7d1d14b62f46bc37bf963fe857972c1ac33fac526415a1e21233
dataset4/test/nonulcer/images.jpg,test,nonulcer,images.jpg,.jpg,5679,7c5f34cc5bcfdf163045637fc0cf37f9a32030f1274ad4371292ccd0b674a183
dataset4/test/nonulcer/lesioni-piede-diabetico_01.jpg,test,nonulcer,lesioni-piede-diabetico_01.jpg,.jpg,133641,6b021c0256962eae63c191afd9e480fd67dd78cd74287fbc4042b09e8ebf1c5c
dataset4/test/nonulcer/m5_05.jpg,test,nonulcer,m5_05.jpg,.jpg,25864,eaec9e7890bd9527c7b3902980ea46603d8aa090c2acc99dfe671c89afb88907
dataset4/test/nonulcer/maxresdefault.jpg,test,nonulcer,maxresdefault.jpg,.jpg,54557,beef05b2320224b6d4524d5ece4d8b8ca9645ab8922dbacb8e196e9ccbaa2864
dataset4/test/nonulcer/Painless-ulcer-on-plantar-surface-of-her-right-big-toe.png,test,nonulcer,Painless-ulcer-on-plantar-surface-of-her-right-big-toe.png,.png,831944,a9c2392fb6a7c291c8845c3b656928e8d9c9d357bde7d71bfe681e460a166590
dataset4/test/nonulcer/pre-ulceration (1).jpg,test,nonulcer,pre-ulceration (1).jpg,.jpg,93044,20f7a3bd33cdb0bc6e1beb3b5253a69eece74560e14ed3a32f9cffaba64a82d0
dataset4/test/nonulcer/pre-ulceration.jpg,test,nonulcer,pre-ulceration.jpg,.jpg,93044,20f7a3bd33cdb0bc6e1beb3b5253a69eece74560e14ed3a32f9cffaba64a82d0
dataset4/test/nonulcer/PRF_071312_FIG1.jpg,test,nonulcer,PRF_071312_FIG1.jpg,.jpg,862663,994240a1cefeefb22b6933d4f7d2008f750a2c779ba110842f902735853bfa59
dataset4/test/nonulcer/pt08cover4_0.jpg,test,nonulcer,pt08cover4_0.jpg,.jpg,76997,9c210ee6b60aa33bc63cba74c3b23a3f5ed9549125beca9b817f7de345982895
dataset4/test/nonulcer/pt1114diabetes_1.png,test,nonulcer,pt1114diabetes_1.png,.png,171887,94ce02364f98027f9471a91dfad07e052d24936d1d3c3880f2b8cea1f152ccb6
dataset4/test/nonulcer/RTEmagicC_017_FP0216_F1.jpg.jpg,test,nonulcer,RTEmagicC_017_FP0216_F1.jpg.jpg,.jpg,71150,95084e792b7494be5db4206482fed1ff724c84fc0caa9b29e2e3c5e3ccc97a18
dataset4/test/nonulcer/Seed-Corn-under-Ball-of-Foot.jpg,test,nonulcer,Seed-Corn-under-Ball-of-Foot.jpg,.jpg,9024,a3e3c4f6f564b46742a704649bbec241d7a015a9c8a60121e0e292c228a294a5
dataset4/test/nonulcer/soft-corn-between-toes.jpg,test,nonulcer,soft-corn-between-toes.jpg,.jpg,16939,e340b11f84e900092079f73390caffd0c9e690c6a6d151a13bc5a73ac19cb696
dataset4/test/nonulcer/tungiasis-3.jpg,test,nonulcer,tungiasis-3.jpg,.jpg,94667,1d8dc1af2e5b175c76c4d6d3fcf158751bf5806d520f1f954abe2407cf2d107b
dataset4/test/nonulcer/ulcers (1).jpg,test,nonulcer,ulcers (1).jpg,.jpg,27397,69ea0e54df96f56c91971607644de24e1cc0a32e9a86ed84109c92bbfab93b3a
dataset4/test/nonulcer/ulcers_before.jpg,test,nonulcer,ulcers_before.jpg,.jpg,85542,ad20ab9379e207ab1938609aa00b944ddea0213b732540364e228b3387e42822
dataset4/test/nonulcer/wart-verrucas-plantar-fasciitis-on-260nw-1041891454.webp,test,nonulcer,wart-verrucas-plantar-fasciitis-on-260nw-1041891454.webp,.webp,10408,b5b734460fbb210880706a33bde2eda535ddab64abd36a49f51c8f117a9e7bd2
dataset4/test/nonulcer/wc_121102_diabetic_foot_ulcer_wound_200x151.jpg,test,nonulcer,wc_121102_diabetic_foot_ulcer_wound_200x151.jpg,.jpg,12046,4358ffe5d9f7d0da50f54c0a20674ee0e43f19caaea6230e7fc40210d9a8c561
dataset4/test/ulcer/127.jpg,test,ulcer,127.jpg,.jpg,17060,eff133dd8301474785031d59f2b66ab116a57ed0d14a4cba28281eb12e4dd64c
dataset4/test/ulcer/128.jpg,test,ulcer,128.jpg,.jpg,24375,1e5750d39e8712bad995dacb92ee7a7db7ece3c15c726ec86b1d5a35c403891d
dataset4/test/ulcer/129.jpg,test,ulcer,129.jpg,.jpg,18674,e2d04705c47950bd1360358429461621c3f511db4e45a364a37004e9606c3c5d
dataset4/test/ulcer/130.jpg,test,ulcer,130.jpg,.jpg,21094,5a34f9999ad00ce542f7575a41ef1543f11c894404f6e42db414a351e08dd18b
dataset4/test/ulcer/139.jpg,test,ulcer,139.jpg,.jpg,16358,6ff191a22c63c39cab552365433b9996f825d259995cea67f154dc1aec38e624
dataset4/test/ulcer/140.jpg,test,ulcer,140.jpg,.jpg,23487,0cc58e6ff4e9483cf5e5c9a254325ca229a008a9bab259f25b83a1cea8d506cc
dataset4/test/ulcer/141.jpg,test,ulcer,141.jpg,.jpg,24332,c4545e7d54425e5dca3ad6d02aa01a516b9fa67081f26626bda1bad623d34506
dataset4/test/ulcer/142.jpg,test,ulcer,142.jpg,.jpg,27434,03a6a7e499161b9f94ab709e26f1aa257a45c59bcab4fedb660dc12bd535df11
dataset4/test/ulcer/151.jpg,test,ulcer,151.jpg,.jpg,12163,71169b99e56024c2036d19ce0ba6618bf0a3c303513bf29a55915dc1039359f1
dataset4/test/ulcer/152.jpg,test,ulcer,152.jpg,.jpg,21630,0c14f978944e2e923a1b70753c0e72f8dfb6356e99a1c17e38b6e883f77f27fc
dataset4/test/ulcer/153.jpg,test,ulcer,153.jpg,.jpg,25456,2b2c6ca9b9741639a5f7bd3982ac5ea8cbd40fd31fb712c185158cdbf055128d
dataset4/test/ulcer/154.jpg,test,ulcer,154.jpg,.jpg,20844,4e84abc46a88f8735e3256040c36328f8d246064c47366db3a8ffb8bc07711aa
dataset4/test/ulcer/17.jpg,test,ulcer,17.jpg,.jpg,36048,423688d8081f2a25986a4ccd6dfbb0c1de7cc8cc9cb02b7b501d478de0864ee9
dataset4/test/ulcer/18.jpg,test,ulcer,18.jpg,.jpg,24525,7c3c8495049a4b9ea8e3656d13458a7a7ab36e9974846142329a0bfaaaeca69e
dataset4/test/ulcer/19.jpg,test,ulcer,19.jpg,.jpg,26356,23ff6ef30f1e4699a18ce441232960357088c3c3c450f9f37d08e32a4f90704c
dataset4/test/ulcer/20.jpg,test,ulcer,20.jpg,.jpg,29485,a56e9bde6edfdce589e148cbdd860599bc0f7bb9e7418775ff96619a33febcd8
dataset4/test/ulcer/29.jpg,test,ulcer,29.jpg,.jpg,29182,f25805171d41f65fd4fde2ef93652ac6d60849319cc5bba47870d2df2b84ac1c
